SURVYEAR	FIPST	STABR	STATENAME	SEANAME	LEAID	ST_LEAID	LEA_NAME	SCHID	ST_SCHID	NCESSCH	SCH_NAME	MSTREET1	MSTREET2	MSTREET3	MCITY	MSTATE	MZIP	MZIP4	PHONE	LSTREET1	LSTREET2	LSTREET3	LCITY	LSTATE	LZIP	LZIP4	UNION	OUT_OF_STATE_FLAG	SCH_TYPE_TEXT	SCH_TYPE	RECON_STATUS	GSLO	GSHI	LEVEL	VIRTUAL	BIES	SY_STATUS_TEXT	SY_STATUS	UPDATED_STATUS_TEXT	UPDATED_STATUS	EFFECTIVE_DATE	CHARTER_TEXT	PKOFFERED	KGOFFERED	G1OFFERED	G2OFFERED	G3OFFERED	G4OFFERED	G5OFFERED	G6OFFERED	G7OFFERED	G8OFFERED	G9OFFERED	G10OFFERED	G11OFFERED	G12OFFERED	G13OFFERED	AEOFFERED	UGOFFERED	NOGRADES	CHARTAUTH1	CHARTAUTHN1	CHARTAUTH2	CHARTAUTHN2	IGOFFERED
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304080	784	Pelham City	04119	6001	130408004119	Pelham City Alternative Program	203 Mathewson Ave SW			Pelham	GA	31779		2292948623	203 Mathewson Ave SW			Pelham	GA	31779		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:52:12	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304220	716	Pulaski County	02595	6195	130422002595	L.I.T.T.L.E. Children Growing PreK	72 Warren St			Hawkinsville	GA	31036		4787837205	72 Warren St			Hawkinsville	GA	31036		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:56:24	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304220	716	Pulaski County	02766	6595	130422002766	Alternative Learning Center	72 Warren St			Hawkinsville	GA	31036		4787837265	72 Warren St			Hawkinsville	GA	31036		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:40:47	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304260	717	Putnam County	04163	6002	130426004163	High School Alternative Program	300 War Eagle Rd			Eatonton	GA	31024		7064859971	300 War Eagle Rd			Eatonton	GA	31024		000	N	Reportable Program	5	No	N	N	N	No	2	New	3	New	3	07MAY2015:15:40:48	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304380	721	Richmond County	03845	6421	130438003845	Sand Hills Psychoeducational Program	2403 Mount Auburn Avenue			Augusta	GA	30904		7067377272	2403 Mount Auburn St			Augusta	GA	30904		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:00	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304380	721	Richmond County	04030	6062	130438004030	Jenkins-White Pre-K	800 15th Ave			Augusta	GA	30901		7067377320	800 15th Ave			Augusta	GA	30901		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:57	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304410	722	Rockdale County	02772	6500	130441002772	Alpha Academy	1045 North Street			Conyers	GA	30012		7709228636	1045 North St NW			Conyers	GA	30012		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:50:52	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304410	722	Rockdale County	03746	6001	130441003746	Open Campus	1115 West Ave SW			Conyers	GA	30012		7703883727	1115 West Ave SW			Conyers	GA	30012		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:00	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304410	722	Rockdale County	03778	6002	130441003778	Rockdale Career Academy	1064 Culpepper Dr SW			Conyers	GA	30094		7703885677	1064 Culpepper Dr SW			Conyers	GA	30094		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:50:51	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304440	785	Rome City	02807	6595	130444002807	Rome City Transitional Academy	1162 Spider Web Drive			Rome	GA	30161		7068024326	1162 Spider Webb Dr SE			Rome	GA	30161		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:52:13	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304500	724	Screven County	02976	6411	130450002976	River Quest Psychoeducational Program	P. O. Box 385			Midville	GA	30411		9125897310	234 Harris Street			Midville	GA	30411		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:50	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304540	786	Social Circle City	04167	6595	130454004167	Social Circle Alternative School	240 West Hightower Trail			Social Circle	GA	30025		7704644410	240 W Hightower Trl			Social Circle	GA	30025		000	N	Reportable Program	5	No	N	N	N	No	2	New	3	New	3	07MAY2015:15:52:57	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304560	727	Stephens County	02777	6001	130456002777	Crossroads Program	191 Old Big A School Road			Toccoa	GA	30577		7068863114	191 Old Big A School Road			Toccoa	GA	30577		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:08	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304620	729	Sumter County	04105	6002	130462004105	Sumter County Ombudsman Learning Center	1540 E Forsyth St Suite 24a			Americus	GA	31709		2299318500	1540 E Forsyth St Suite 24a			Americus	GA	31709		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:51:50	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304770	732	Tattnall County	04013	6002	130477004013	Warrior Academy	120 W Brazell St			Reidsville	GA	30453		9125576322	120 W Brazell St			Reidsville	GA	30453		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:51:52	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304830	734	Telfair County	03953	6001	130483003953	Telfair County Pre-K	212 W Huckabee St			Mc Rae	GA	31055		2298685414	212 W Huckabee St			Mc Rae	GA	31055		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:13	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304890	736	Thomas County	02989	6423	130489002989	Pathways GNET Educational Program	208 N Pinetree Blvd			Thomasville	GA	31792		2292254380	208 N Pinetree Blvd			Thomasville	GA	31792		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:52:42	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304890	736	Thomas County	04062	6001	130489004062	PREP Academy	4686 US Highway 84 Byp W			Thomasville	GA	31792		2292255050	4686 US Highway 84 Byp W			Thomasville	GA	31792		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:32	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304980	737	Tift County	02782	6005	130498002782	Sixth Street Academy Program	700 8th St W			Tifton	GA	31794		2293872485	700 8th St W			Tifton	GA	31794		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:52:45	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304980	737	Tift County	02991	6104	130498002991	Tift County PreK Center	506 12th St W			Tifton	GA	31794		2293872455	506 12th St W			Tifton	GA	31794		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:17	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305040	738	Toombs County	04063	6004	130504004063	Southeastern College and Career Academy	3001 E 1st St			Vidalia	GA	30474		9122536527	3001 E 1st St			Vidalia	GA	30474		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:38:01	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305280	745	Thomaston-Upson County	02606	6100	130528002606	PreK	216 East Lee Street			Thomaston	GA	30286		7066464729	216 E Lee St			Thomaston	GA	30286		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:53:40	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305280	745	Thomaston-Upson County	02788	6597	130528002788	Upson-Lee Alternative School	300 Adams St			Thomaston	GA	30286		7066475738	300 Adams St			Thomaston	GA	30286		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:26	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305340	793	Vidalia City	03910	6598	130534003910	Vidalia City Alternative Educational Services	301 Adams Street			Vidalia	GA	30474		9125371066	301 Adams St			Vidalia	GA	30474		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:49:21	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305370	746	Walker County	04107	6001	130537004107	Rossville Ombudsman Learning Center	1405 McFarland Ave			Rossville	GA	30741		7066387963	1405 McFarland Ave			Rossville	GA	30741		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:53:44	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305370	746	Walker County	04110	6002	130537004110	LaFayette Ombudsman Learning Center	PO Box 29			LaFayette	GA	30728		7066387963	1125 N Main St			La Fayette	GA	30728		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:28	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305390	747	Walton County	03997	6003	130539003997	Crossroads Alternative School	152 Clark McCullers Dr			Loganville	GA	30052		6786842980	152 Clark McCullers Dr			Loganville	GA	30052		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:43	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305430	748	Ware County	03888	6005	130543003888	DAFFODIL PREK	1301 Bailey St.			Waycross	GA	31501		9122872311	1321 Buchannon St			Waycross	GA	31501		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:50:03	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305490	750	Washington County	02792	6595	130549002792	Washington County Alternative School	420 Riddleville Rd			Sandersville	GA	31082		4785531243	420 Riddleville Rd			Sandersville	GA	31082		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:48:04	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305640	753	Wheeler County	02793	6595	130564002793	Transitional Alternative Prep School	P.O. Box 84			Glenwood	GA	30428		9125235169	503 SW 3rd Ave.			Glenwood	GA	30428		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:48:07	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305700	755	Whitfield County	02795	6598	130570002795	Whitfield County/Dalton CrossRoads Academy	2818 Airport Rd.			Dalton	GA	30721		7062712495	2818 Airport Rd			Dalton	GA	30721		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:48:16	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305700	755	Whitfield County	04171	6005	130570004171	Northwest Georgia College & Career Academy Program	2300 Maddox Chapel Rd NE			Dalton	GA	30721		7068763600	2300 Maddox Chapel Rd NE			Dalton	GA	30721		000	N	Reportable Program	5	No	N	N	N	No	2	New	3	New	3	07MAY2015:15:48:15	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1305760	757	Wilkes County	02796	6596	130576002796	CrossRoads	313-E North Alexander Avenue			Washington	GA	30673		7066783494	313 N Alexander Ave			Washington	GA	30673		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:50:13	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	16	ID	IDAHO	Idaho State Department of Education	1600360	001	BOISE INDEPENDENT DISTRICT	00611	9004	160036000611	BOISE EVENING SCHOOL	8051 W SALT CREEK CT			BOISE	ID	83709	2106	2088546700	8051 W SALT CREEK CT			BOISE	ID	83709	2106	000	N	Reportable Program	5	No	09	12	N	No	2	Closed	2	Closed	2	05FEB2015:18:22:27	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	16	ID	IDAHO	Idaho State Department of Education	1601380	233	HAGERMAN JOINT DISTRICT	00973	1231	160138000973	HAGERMAN VALLEY LEARNING CENTR	150 LAKE STREET W			HAGERMAN	ID	83332	5040	2088374572	150 LAKE STREET W			HAGERMAN	ID	83332	5040	000	N	Reportable Program	5	No	09	12	N	No	2	Closed	2	Closed	2	05FEB2015:18:22:29	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	16	ID	IDAHO	Idaho State Department of Education	1601920	321	MADISON DISTRICT	00852	0458	160192000852	MADISON ACADEMY	379 S 2ND E			REXBURG	ID	83440	2526	2083592337	379 S 2ND E			REXBURG	ID	83440	2526	000	N	Reportable Program	5	No	06	08	N	No	2	Closed	2	Closed	2	05FEB2015:18:22:30	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	16	ID	IDAHO	Idaho State Department of Education	1602340	131	NAMPA SCHOOL DISTRICT	00871	1035	160234000871	NAMPA ALTERNATIVE NIGHT SCHOOL	1303 E GREENHURST RD			NAMPA	ID	83686	7216	2084980562	1303 E GREENHURST RD			NAMPA	ID	83686	7216	000	N	Reportable Program	5	No	09	12	N	No	2	Closed	2	Closed	2	05FEB2015:18:22:29	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	16	ID	IDAHO	Idaho State Department of Education	1602340	131	NAMPA SCHOOL DISTRICT	01038	1261	160234001038	EAST VALLEY ALTERNATIVE MIDDLE SCHOOL	4085 E GREENHURST RD			NAMPA	ID	83686	8657	2084684760	4085 E GREENHURST RD.			NAMPA	ID	83686	8657	000	N	Reportable Program	5	No	07	08	N	No	2	Closed	2	Closed	2	05FEB2015:18:22:28	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	18	IN	INDIANA	Indiana Department of Education	1800078	6720	Old National Trail Spec Serv Coop	02517	7034	180007802517	Old Nat'l Trail Sp Srvs	1 N Calbert Way Suite B			Greencastle	IN	46135		7656532781	1 N Calbert Way Suite B			Greencastle	IN	46135		000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	20JAN2015:11:18:30	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1802460	5855	Crawfordsville Com Schools	00285	6305	180246000285	Anna Willson School	500 E Jefferson St			Crawfordsville	IN	47933	2931	7653620005	500 E Jefferson St			Crawfordsville	IN	47933	2931	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	20JAN2015:11:18:12	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1802850	0255	East Allen County Schools	02117	0318	180285002117	Park Hill Learning Center	1000 Prospect Ave			New Haven	IN	46774	1625	2604460120	1000 Prospect Ave			New Haven	IN	46774	1625	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	20JAN2015:11:15:42	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1803450	7995	Evansville Vanderburgh Sch Corp	01639	8396	180345001639	S E Private Parochial	3013 First Ave			Evansville	IN	47710		8124358640	3013 First Ave			Evansville	IN	47710		000	N	Reportable Program	5	No	KG	12	4	No	2	Open	1	Open	1	20JAN2015:11:19:02	No	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1803510	2395	Fayette County School Corp	00502	1867	180351000502	CFR Special Services	1200 Spartan Dr			Connersville	IN	47331	9804	7658278400	1200 Spartan Dr			Connersville	IN	47331	9804	000	N	Reportable Program	5	No	PK	12	4	No	2	Open	1	Open	1	20JAN2015:11:16:19	No	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1803630	0235	Fort Wayne Community Schools	00528	0093	180363000528	Anthis Career Center	1200 S Barr St			Fort Wayne	IN	46802	3595	2604671005	1200 S Barr St			Fort Wayne	IN	46802	3595	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	20JAN2015:11:15:35	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1803630	0235	Fort Wayne Community Schools	02196	0229	180363002196	Special Education Center	1200 S Clinton St			Fort Wayne	IN	46802	3594	2604671110	1200 S Clinton St			Fort Wayne	IN	46802	3594	000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	20JAN2015:11:15:39	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1803870	4690	Gary Community School Corp	00638	4093	180387000638	Lincoln Achievement Center	1988 Polk St			Gary	IN	46407	2443	2198866572	1988 Polk St			Gary	IN	46407	2443	000	N	Reportable Program	5	No	KG	12	4	No	2	Open	1	Open	1	20JAN2015:11:17:20	No	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1803870	4690	Gary Community School Corp	02337	4095	180387002337	Martin Luther King School Alt	1800 E 35th Ave			Gary	IN	46409	1207	2199632085	1800 E 35th Ave			Gary	IN	46409	1207	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	20JAN2015:11:17:20	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1805190	4015	Jennings County Schools	01022	3402	180519001022	Jennings County Education Center	1200 W O & M Ave			North Vernon	IN	47265	2200	8123462905	1200 W O & M Ave			North Vernon	IN	47265	2200	000	N	Reportable Program	5	No	07	12	N	No	2	Closed	2	Closed	2	05JAN2015:15:35:52	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	18	IN	INDIANA	Indiana Department of Education	1806390	2865	Marion Community Schools	01557	2416	180639001557	Grant County Comm Justice Cntr	1240 S Adams St			Marion	IN	46953		7656629864	501 S Adams St			Marion	IN	46953	2040	000	N	Reportable Program	5	No	05	12	4	No	2	Open	1	Open	1	20JAN2015:11:16:28	No	N	N	N	N	N	N	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1810290	7205	South Bend Community Sch Corp	02217	7605	181029002217	South Bend SNAP	215 S St Joseph St			South Bend	IN	46601		5742838130	215 S St Joseph St			South Bend	IN	46601		000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	20JAN2015:11:18:44	No	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	18	IN	INDIANA	Indiana Department of Education	1812810	5375	M S D Wayne Township	02041	5271	181281002041	Sanders School	4730 W Gadsden			Indianapolis	IN	46241	5614	3172447658	4730 W Gadsden			Indianapolis	IN	46241	5614	000	N	Reportable Program	5	No	KG	12	4	No	2	Open	1	Open	1	20JAN2015:11:17:52	No	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	24	MD	MARYLAND	Maryland State Department of Education	2400030	01	Allegany County Public Schools	00886	017777	240003000886	Allegany County Home & Hospital	108 Washington St			Cumberland	MD	21502		3017592021	108 Washington St			Cumberland	MD	21502		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	02FEB2015:08:55:39	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	24	MD	MARYLAND	Maryland State Department of Education	2400030	01	Allegany County Public Schools	01389	015556	240003001389	Transition Program at Cumberland	10100 Country Club Road			Cumberland	MD	21502		3017241317	10100 Country Club Road			Cumberland	MD	21502		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	02FEB2015:08:55:38	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
